"Jahr","Kanton (-) / Bezirk (>>) / Gemeinde (......)","Hauptsprachen - Total Staatsangehörigkeit - Total","Hauptsprachen - Total Schweizer","Hauptsprachen - Total Ausländer","Deutsch Staatsangehörigkeit - Total","Deutsch Schweizer","Deutsch Ausländer","Französisch Staatsangehörigkeit - Total","Französisch Schweizer","Französisch Ausländer","Italienisch Staatsangehörigkeit - Total","Italienisch Schweizer","Italienisch Ausländer","Rätoromanisch Staatsangehörigkeit - Total","Rätoromanisch Schweizer","Rätoromanisch Ausländer","Englisch Staatsangehörigkeit - Total","Englisch Schweizer","Englisch Ausländer","Niederländisch Staatsangehörigkeit - Total","Niederländisch Schweizer","Niederländisch Ausländer","Skandinavische Sprachen Staatsangehörigkeit - Total","Skandinavische Sprachen Schweizer","Skandinavische Sprachen Ausländer","Griechisch Staatsangehörigkeit - Total","Griechisch Schweizer","Griechisch Ausländer","Spanisch Staatsangehörigkeit - Total","Spanisch Schweizer","Spanisch Ausländer","Slawische Sprachen (ohne Tschechisch und Slowakisch) Staatsangehörigkeit - Total","Slawische Sprachen (ohne Tschechisch und Slowakisch) Schweizer","Slawische Sprachen (ohne Tschechisch und Slowakisch) Ausländer","Tschechisch und Slowakisch Staatsangehörigkeit - Total","Tschechisch und Slowakisch Schweizer","Tschechisch und Slowakisch Ausländer","Ungarisch Staatsangehörigkeit - Total","Ungarisch Schweizer","Ungarisch Ausländer","Andere Sprachen Staatsangehörigkeit - Total","Andere Sprachen Schweizer","Andere Sprachen Ausländer"
"1980","......4310 Koblenz",1465,1234,231,1272,1208,64,20,11,9,125,8,117,4,4,0,0,0,0,1,0,1,0,0,0,6,0,6,2,0,2,18,0,18,0,0,0,1,1,0,16,2,14
"1980","......4311 Leibstadt",1254,936,318,940,912,28,5,4,1,115,10,105,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,60,0,60,79,2,77,1,0,1,3,2,1,48,4,44
"1980","......4312 Lengnau (AG)",1882,1682,200,1714,1636,78,19,16,3,64,11,53,5,5,0,15,7,8,10,2,8,10,1,9,0,0,0,5,1,4,30,1,29,0,0,0,2,1,1,8,1,7
"1980","......4313 Leuggern",1665,1526,139,1552,1508,44,7,6,1,57,6,51,1,1,0,2,1,1,0,0,0,1,1,0,1,0,1,3,0,3,30,1,29,2,2,0,0,0,0,9,0,9
"1980","......4314 Mellikon",191,187,4,186,183,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980","......4315 Rekingen (AG)",764,603,161,629,585,44,5,5,0,85,11,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,2,0,0,0,1,0,1,38,1,37
"1980","......4316 Rietheim",429,319,110,337,308,29,5,2,3,51,6,45,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,3,0,3,2,1,1,0,0,0,3,2,1,25,0,25
"1980","......4317 Rümikon",163,157,6,156,156,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
"1980","......4318 Schneisingen",1037,968,69,974,946,28,12,8,4,10,3,7,1,1,0,3,1,2,9,2,7,0,0,0,0,0,0,0,0,0,19,2,17,1,0,1,3,2,1,5,3,2
"1980","......4319 Siglistorf",352,330,22,335,328,7,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0,7,0,0,0,0,0,0,6,0,6
"1980","......4320 Tegerfelden",658,630,28,634,618,16,5,5,0,11,3,8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,1,1,0,0,0,0
"1980","......4321 Unterendingen",189,171,18,177,168,9,2,1,1,1,1,0,0,0,0,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
"1980","......4322 Wislikofen",284,271,13,279,269,10,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"1980","......4323 Zurzach",3068,2422,646,2490,2336,154,44,31,13,291,26,265,5,5,0,9,1,8,8,6,2,1,1,0,3,2,1,40,2,38,59,5,54,8,0,8,6,4,2,104,3,101
"1980","- Kanton Thurgau",183795,155708,28087,159288,151863,7425,890,772,118,13035,1599,11436,471,449,22,283,150,133,248,103,145,144,72,72,353,37,316,2156,147,2009,2509,195,2314,283,33,250,231,125,106,3904,163,3741
"1980",">> Bezirk Arbon",31247,26042,5205,26597,25203,1394,175,150,25,2463,373,2090,103,96,7,53,33,20,60,29,31,28,9,19,52,3,49,464,42,422,486,44,442,53,7,46,54,27,27,659,26,633
"1980","......4401 Arbon",12333,9509,2824,9815,9059,756,89,74,15,1378,212,1166,50,44,6,22,16,6,26,15,11,16,2,14,23,1,22,255,30,225,290,20,270,26,3,23,32,16,16,311,17,294
"1980","......4406 Dozwil",366,345,21,352,339,13,4,4,0,8,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"1980","......4411 Egnach",3397,3147,250,3181,3109,72,10,9,1,114,10,104,3,3,0,4,3,1,3,1,2,3,3,0,0,0,0,19,1,18,22,4,18,0,0,0,5,2,3,33,2,31
"1980","......4416 Hefenhofen",711,658,53,665,652,13,1,1,0,37,2,35,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4,1,3
"1980","......4421 Horn",1909,1616,293,1639,1556,83,9,9,0,117,21,96,12,12,0,3,2,1,13,3,10,0,0,0,13,1,12,18,2,16,21,6,15,5,2,3,1,1,0,58,1,57
"1980","......4426 Kesswil",596,526,70,518,504,14,0,0,0,51,17,34,0,0,0,2,1,1,2,1,1,0,0,0,1,0,1,14,2,12,4,0,4,2,0,2,0,0,0,2,1,1
"1980","......4431 Roggwil (TG)",1538,1441,97,1476,1427,49,5,5,0,14,4,10,1,1,0,2,1,1,0,0,0,4,0,4,0,0,0,6,1,5,8,0,8,3,0,3,5,2,3,14,0,14
"1980","......4436 Romanshorn",7893,6636,1257,6747,6456,291,43,36,7,606,86,520,24,24,0,11,4,7,14,7,7,3,3,0,6,1,5,137,5,132,119,5,114,16,2,14,9,5,4,158,2,156
"1980","......4441 Salmsach",1159,943,216,965,915,50,6,4,2,77,5,72,9,9,0,4,4,0,0,0,0,1,0,1,9,0,9,0,0,0,15,4,11,1,0,1,2,1,1,70,1,69
"1980","......4446 Sommeri",469,447,22,448,440,8,1,1,0,12,3,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,4
"1980","......4451 Uttwil",876,774,102,791,746,45,7,7,0,49,12,37,2,1,1,4,2,2,1,1,0,1,1,0,0,0,0,14,1,13,3,3,0,0,0,0,0,0,0,4,0,4
"1980",">> Bezirk Bischofszell",24050,20462,3588,20626,19917,709,96,91,5,1880,273,1607,55,54,1,15,10,5,13,9,4,12,8,4,146,8,138,228,16,212,351,26,325,29,6,23,36,20,16,563,24,539
"1980","......4461 Amriswil",9013,7264,1749,7323,7024,299,32,30,2,929,132,797,27,26,1,2,2,0,2,2,0,2,2,0,131,3,128,176,10,166,154,10,144,14,2,12,25,13,12,196,8,188
"1980","......4471 Bischofszell",4588,3915,673,3942,3816,126,27,26,1,318,41,277,12,12,0,2,2,0,3,2,1,1,1,0,8,0,8,32,2,30,76,4,72,5,0,5,5,4,1,157,5,152
"1980","......4476 Erlen",2447,2115,332,2135,2057,78,10,10,0,204,20,184,11,11,0,2,0,2,3,3,0,1,0,1,0,0,0,4,3,1,7,4,3,6,3,3,4,3,1,60,1,59
"1980","......4486 Hauptwil-Gottshaus",1408,1250,158,1272,1232,40,3,2,1,77,8,69,2,2,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,23,4,19,0,0,0,2,0,2,26,0,26
"1980","......4495 Hohentannen",461,451,10,453,447,6,1,1,0,3,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
"1980","......4501 Kradolf-Schönenberg",2282,1986,296,1987,1917,70,8,8,0,207,49,158,2,2,0,0,0,0,2,1,1,2,1,1,0,0,0,5,0,5,17,1,16,3,1,2,0,0,0,49,6,43
"1980","......4506 Sulgen",2446,2195,251,2219,2152,67,10,10,0,131,20,111,0,0,0,7,6,1,1,0,1,2,2,0,1,0,1,11,1,10,35,2,33,1,0,1,0,0,0,28,2,26
"1980","......4511 Zihlschlacht-Sitterdorf",1405,1286,119,1295,1272,23,5,4,1,11,1,10,1,1,0,1,0,1,1,1,0,1,0,1,6,5,1,0,0,0,39,1,38,0,0,0,0,0,0,45,1,44
"1980",">> Bezirk Diessenhofen",4935,4285,650,4354,4209,145,21,18,3,299,22,277,6,6,0,11,8,3,5,3,2,3,2,1,1,0,1,86,5,81,55,4,51,4,0,4,4,3,1,86,5,81
"1980","......4536 Basadingen-Schlattingen",1110,1064,46,1073,1052,21,6,5,1,16,2,14,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,7,0,7
"1980","......4545 Diessenhofen",2886,2342,544,2411,2292,119,11,9,2,256,18,238,3,3,0,10,7,3,1,0,1,0,0,0,1,0,1,86,5,81,44,2,42,1,0,1,2,1,1,60,5,55
"1980","......4546 Schlatt (TG)",939,879,60,870,865,5,4,4,0,27,2,25,3,3,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,2,8,3,0,3,1,1,0,19,0,19
"1980",">> Bezirk Frauenfeld",33414,28635,4779,28892,27901,991,158,141,17,2702,300,2402,79,72,7,44,25,19,64,25,39,21,16,5,22,5,17,295,28,267,355,41,314,67,3,64,39,22,17,676,56,620
"1980","......4551 Aadorf",5632,4908,724,4943,4775,168,24,21,3,462,52,410,21,20,1,5,2,3,13,8,5,4,3,1,5,0,5,10,6,4,66,11,55,13,1,12,5,5,0,61,4,57
"1980","......4561 Felben-Wellhausen",1161,983,178,990,961,29,4,3,1,116,5,111,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,13,1,12,9,2,7,0,0,0,0,0,0,21,3,18
"1980","......4566 Frauenfeld",19005,15665,3340,15791,15174,617,115,104,11,1899,215,1684,43,37,6,24,12,12,41,13,28,16,12,4,16,4,12,263,18,245,228,22,206,40,1,39,30,14,16,499,39,460
"1980","......4571 Gachnang",2009,1830,179,1867,1807,60,6,6,0,101,7,94,4,4,0,2,1,1,2,0,2,0,0,0,0,0,0,8,2,6,6,2,4,7,0,7,0,0,0,6,1,5
"1980","......4590 Hüttlingen",527,512,15,512,511,1,1,0,1,5,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,7
"1980","......4591 Matzingen",1520,1283,237,1308,1250,58,3,2,1,100,14,86,3,3,0,7,6,1,4,0,4,0,0,0,1,1,0,1,1,0,21,1,20,3,0,3,3,2,1,66,3,63
"1980","......4601 Neunforn",662,647,15,647,640,7,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,2,2,0
"1980","......4606 Stettfurt",552,534,18,541,528,13,2,2,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,3,1,2
"1980","......4611 Thundorf",841,826,15,825,818,7,2,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,6,1,0,1,1,1,0,1,1,0
"1980","......4616 Uesslingen-Buch",830,806,24,805,798,7,0,0,0,12,4,8,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,8
"1980","......4621 Warth-Weiningen",675,641,34,663,639,24,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,1,1,0
"1980",">> Bezirk Kreuzlingen",29888,23528,6360,25581,22972,2609,179,139,40,2123,206,1917,71,70,1,69,24,45,40,13,27,38,11,27,28,10,18,352,18,334,592,28,564,70,7,63,46,16,30,699,14,685
"1980","......4641 Altnau",1036,965,71,989,948,41,10,8,2,14,4,10,3,2,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,13,1,12,1,1,0,0,0,0,3,0,3
"1980","......4643 Bottighofen",997,900,97,954,883,71,5,4,1,17,5,12,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,8,0,8,0,0,0,0,0,0,6,2,4
"1980","......4646 Ermatingen",1992,1688,304,1774,1657,117,7,6,1,101,12,89,5,5,0,7,1,6,0,0,0,1,1,0,1,1,0,32,0,32,38,1,37,2,2,0,3,2,1,21,0,21
"1980","......4651 Gottlieben",284,213,71,243,206,37,3,2,1,6,2,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,23,1,22,2,0,2,0,0,0,0,0,0,4,2,2
"1980","......4656 Güttingen",1024,931,93,939,907,32,8,8,0,40,5,35,9,9,0,4,1,3,2,0,2,0,0,0,0,0,0,0,0,0,19,1,18,0,0,0,1,0,1,2,0,2
"1980","......4666 Kemmental",1604,1534,70,1563,1524,39,2,2,0,13,5,8,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,19,1,18,0,0,0,0,0,0,3,0,3
"1980","......4671 Kreuzlingen",16101,11271,4830,12833,10934,1899,96,69,27,1772,146,1626,36,36,0,39,17,22,20,7,13,29,6,23,21,5,16,243,12,231,357,17,340,57,3,54,35,12,23,563,7,556
"1980","......4681 Langrickenbach",821,805,16,807,795,12,4,4,0,0,0,0,5,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,1,0
"1980","......4683 Lengwil",847,769,78,799,754,45,2,2,0,21,6,15,2,2,0,2,0,2,0,0,0,0,0,0,3,3,0,4,0,4,4,1,3,2,0,2,1,1,0,7,0,7
"1980","......4691 Münsterlingen",2254,1876,378,1937,1829,108,25,21,4,49,9,40,5,5,0,7,2,5,9,3,6,4,0,4,2,0,2,32,0,32,103,5,98,7,0,7,5,1,4,69,1,68
"1980","......4696 Tägerwilen",2224,1894,330,2055,1854,201,17,13,4,89,12,77,1,1,0,7,3,4,3,1,2,4,4,0,0,0,0,7,3,4,21,1,20,1,1,0,1,0,1,18,1,17
"1980","......4701 Wäldi",704,682,22,688,681,7,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,7,5,0,5,0,0,0,0,0,0,2,0,2
"1980",">> Bezirk Münchwilen",26266,22623,3643,22812,22136,676,102,93,9,1861,184,1677,82,77,5,38,24,14,36,14,22,19,11,8,83,3,80,158,14,144,333,20,313,19,3,16,28,19,9,695,25,670
"1980","......4711 Affeltrangen",1610,1416,194,1417,1389,28,3,3,0,123,5,118,5,5,0,4,4,0,2,1,1,1,1,0,0,0,0,8,5,3,19,2,17,0,0,0,0,0,0,28,1,27
"1980","......4716 Bettwiesen",747,577,170,593,562,31,1,1,0,114,3,111,6,6,0,1,0,1,2,2,0,1,1,0,0,0,0,17,0,17,4,1,3,0,0,0,0,0,0,8,1,7
"1980","......4721 Bichelsee-Balterswil",1810,1657,153,1672,1614,58,8,8,0,90,19,71,1,1,0,6,3,3,4,2,2,2,2,0,0,0,0,3,2,1,7,0,7,10,1,9,4,4,0,3,1,2
"1980","......4723 Braunau",459,441,18,446,439,7,2,1,1,1,0,1,1,1,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2
"1980","......4724 Eschlikon",2124,1910,214,1900,1859,41,16,15,1,132,15,117,9,9,0,4,2,2,6,3,3,5,1,4,2,2,0,4,1,3,18,1,17,0,0,0,1,1,0,27,1,26
"1980","......4726 Fischingen",2100,2011,89,2046,1998,48,6,4,2,12,2,10,2,2,0,4,1,3,2,1,1,2,1,1,0,0,0,1,0,1,18,1,17,1,0,1,0,0,0,6,1,5
"1980","......4741 Lommis",655,588,67,591,574,17,4,4,0,45,4,41,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,2,0,2
"1980","......4746 Münchwilen (TG)",3172,2353,819,2393,2285,108,18,16,2,406,23,383,4,3,1,1,0,1,2,0,2,3,2,1,31,0,31,66,1,65,49,5,44,2,0,2,15,11,4,182,7,175
"1980","......4751 Rickenbach (TG)",1717,1513,204,1529,1478,51,5,4,1,111,11,100,12,12,0,4,4,0,5,3,2,1,0,1,1,0,1,3,0,3,32,1,31,0,0,0,0,0,0,14,0,14
"1980","......4756 Schönholzerswilen",700,689,11,692,683,9,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,1,0,1
"1980","......4761 Sirnach",5363,4326,1037,4372,4192,180,23,22,1,505,70,435,18,18,0,7,3,4,4,1,3,0,0,0,49,1,48,22,4,18,104,4,100,5,1,4,5,2,3,249,8,241
"1980","......4776 Tobel-Tägerschen",908,851,57,859,839,20,3,3,0,7,0,7,2,2,0,2,2,0,1,0,1,3,2,1,0,0,0,8,0,8,18,1,17,0,0,0,3,1,2,2,1,1
"1980","......4781 Wängi",3037,2501,536,2508,2453,55,8,8,0,279,27,252,12,8,4,2,2,0,0,0,0,1,1,0,0,0,0,24,1,23,45,0,45,1,1,0,0,0,0,157,0,157
"1980","......4786 Wilen (TG)",1049,981,68,989,969,20,2,1,1,35,4,31,3,3,0,1,1,0,2,1,1,0,0,0,0,0,0,2,0,2,6,0,6,0,0,0,0,0,0,9,2,7
"1980","......4791 Wuppenau",815,809,6,805,802,3,1,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,2,3
"1980",">> Bezirk Steckborn",13887,12202,1685,12352,11943,409,81,70,11,661,87,574,29,29,0,26,8,18,18,4,14,15,9,6,19,6,13,244,9,235,154,13,141,10,4,6,16,12,4,262,8,254
"1980","......4801 Berlingen",880,751,129,756,734,22,9,8,1,68,3,65,0,0,0,4,2,2,5,0,5,1,0,1,0,0,0,3,0,3,22,1,21,0,0,0,3,3,0,9,0,9
"1980","......4806 Eschenz",1211,1097,114,1117,1077,40,6,6,0,20,0,20,5,5,0,0,0,0,1,1,0,3,3,0,4,1,3,2,0,2,5,3,2,0,0,0,1,0,1,47,1,46
"1980","......4811 Herdern",714,701,13,704,694,10,1,1,0,2,2,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,1,0,1
"1980","......4816 Homburg",1071,1059,12,1058,1054,4,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,6,1,1,0,0,0,0,2,1,1
"1980","......4821 Hüttwilen",1152,1093,59,1097,1071,26,9,9,0,20,8,12,0,0,0,1,0,1,1,1,0,4,1,3,0,0,0,2,0,2,6,1,5,0,0,0,1,1,0,11,1,10
"1980","......4826 Mammern",392,350,42,355,339,16,6,5,1,7,4,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,3,0,3,8,1,7,0,0,0,0,0,0,9,0,9
"1980","......4831 Müllheim",1541,1275,266,1296,1247,49,11,10,1,101,7,94,9,9,0,3,0,3,0,0,0,0,0,0,0,0,0,34,0,34,34,0,34,0,0,0,0,0,0,53,2,51
"1980","......4841 Pfyn",1198,1078,120,1092,1062,30,3,3,0,30,6,24,2,2,0,2,1,1,0,0,0,1,1,0,0,0,0,41,0,41,10,1,9,0,0,0,0,0,0,17,2,15
"1980","......4846 Raperswilen",287,274,13,282,273,9,0,0,0,1,1,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980","......4851 Salenstein",882,819,63,857,809,48,6,4,2,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,7,1,6,3,0,3,0,0,0,2,0,2,1,0,1
"1980","......4864 Steckborn",3232,2554,678,2574,2456,118,21,17,4,380,49,331,9,9,0,3,0,3,8,0,8,0,0,0,14,4,10,144,7,137,49,5,44,6,3,3,3,3,0,21,1,20
"1980","......4871 Wagenhausen",1327,1151,176,1164,1127,37,9,7,2,26,3,23,1,1,0,4,3,1,2,1,1,4,2,2,1,1,0,8,1,7,9,0,9,3,0,3,5,5,0,91,0,91
"1980",">> Bezirk Weinfelden",20108,17931,2177,18074,17582,492,78,70,8,1046,154,892,46,45,1,27,18,9,12,6,6,8,6,2,2,2,0,329,15,314,183,19,164,31,3,28,8,6,2,264,5,259
"1980","......4881 Amlikon-Bissegg",823,796,27,806,790,16,2,2,0,2,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,5,1,4,0,0,0,0,0,0,4,0,4
"1980","......4891 Berg (TG)",1943,1848,95,1873,1830,43,4,4,0,21,6,15,5,5,0,5,1,4,3,1,2,1,0,1,0,0,0,6,0,6,14,0,14,0,0,0,0,0,0,11,1,10
"1980","......4901 Birwinken",929,898,31,902,891,11,5,3,2,9,3,6,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,0,2,0,2
"1980","......4911 Bürglen (TG)",2441,1967,474,1964,1905,59,10,9,1,240,37,203,5,5,0,2,1,1,1,1,0,1,1,0,0,0,0,82,2,80,45,3,42,2,0,2,3,2,1,86,1,85
"1980","......4921 Bussnang",1769,1721,48,1732,1698,34,5,5,0,16,8,8,4,4,0,3,3,0,1,0,1,0,0,0,0,0,0,1,1,0,5,1,4,1,1,0,0,0,0,1,0,1
"1980","......4941 Märstetten",1568,1500,68,1495,1462,33,9,7,2,33,7,26,8,8,0,9,7,2,1,1,0,0,0,0,1,1,0,5,2,3,7,5,2,0,0,0,0,0,0,0,0,0
"1980","......4946 Weinfelden",8990,7655,1335,7756,7481,275,36,34,2,664,81,583,22,21,1,7,5,2,4,3,1,4,4,0,1,1,0,230,9,221,96,8,88,28,2,26,5,4,1,137,2,135
"1980","......4951 Wigoltingen",1645,1546,99,1546,1525,21,7,6,1,61,11,50,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,1,4,0,0,0,0,0,0,23,1,22
"1980","- Cantone del Ticino",265899,199814,66085,29464,25382,4082,4992,4377,615,223108,168239,54869,505,451,54,1017,308,709,453,108,345,356,71,285,106,33,73,2293,328,1965,1521,222,1299,123,17,106,204,84,120,1757,194,1563
"1980",">> Distretto di Bellinzona",37956,29058,8898,2168,2068,100,436,394,42,34456,26433,8023,44,40,4,38,19,19,14,6,8,15,5,10,15,6,9,298,30,268,153,29,124,11,0,11,12,7,5,296,21,275
"1980","......5001 Arbedo-Castione",3058,2205,853,172,165,7,43,38,5,2796,1992,804,3,3,0,2,2,0,1,0,1,0,0,0,0,0,0,11,3,8,11,2,9,2,0,2,0,0,0,17,0,17
"1980","......5002 Bellinzona",16743,12367,4376,863,828,35,184,166,18,15301,11312,3989,14,14,0,13,4,9,8,4,4,6,2,4,6,2,4,178,13,165,62,9,53,8,0,8,10,5,5,90,8,82
"1980","......5003 Cadenazzo",1179,862,317,66,65,1,17,15,2,1086,781,305,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,3,1,2,2,0,2,0,0,0,0,0,0,2,0,2
"1980","......5004 Camorino",1476,1311,165,126,119,7,13,12,1,1319,1171,148,4,4,0,0,0,0,1,1,0,1,1,0,1,0,1,4,2,2,2,0,2,0,0,0,0,0,0,5,1,4
"1980","......5005 Giubiasco",6585,4726,1859,380,358,22,70,62,8,5826,4262,1564,12,11,1,6,4,2,2,1,1,7,2,5,7,4,3,69,4,65,51,7,44,0,0,0,2,2,0,153,9,144
"1980","......5006 Gnosca",359,337,22,9,8,1,5,5,0,339,322,17,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
"1980","......5007 Gorduno",535,489,46,24,24,0,2,2,0,509,463,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980","......5008 Gudo",437,383,54,57,54,3,9,7,2,362,319,43,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,3
"1980","......5009 Isone",371,360,11,14,14,0,0,0,0,352,346,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0
"1980","......5010 Lumino",964,800,164,57,54,3,11,10,1,884,732,152,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,6,1,5,2,1,1,0,0,0,0,0,0,1,0,1
"1980","......5011 Medeglia",336,333,3,9,9,0,9,9,0,314,313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0
"1980","......5012 Moleno",71,59,12,7,7,0,0,0,0,64,52,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980","......5013 Monte Carasso",1578,1415,163,54,53,1,13,13,0,1494,1346,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,3,0,0,0,0,0,0,0,7,0,7
"1980","......5014 Pianezzo",354,323,31,33,27,6,7,6,1,306,286,20,1,1,0,5,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
"1980","......5015 Preonzo",405,377,28,15,15,0,7,7,0,380,355,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
"1980","......5016 Robasacco",99,85,14,4,4,0,1,1,0,92,79,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"1980","......5017 Sant'Antonino",1130,842,288,79,70,9,12,11,1,1022,758,264,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,7,2,5
"1980","......5018 Sant'Antonio",154,153,1,16,16,0,1,1,0,137,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980","......5019 Sementina",2122,1631,491,183,178,5,32,29,3,1873,1408,465,4,3,1,3,2,1,1,0,1,0,0,0,1,0,1,11,6,5,9,5,4,1,0,1,0,0,0,4,0,4
"1980",">> Distretto di Blenio",5040,4734,306,146,140,6,86,81,5,4762,4495,267,4,4,0,5,4,1,0,0,0,1,1,0,0,0,0,4,3,1,22,3,19,0,0,0,0,0,0,10,3,7
"1980","......5031 Aquila",479,456,23,8,8,0,4,4,0,459,442,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,2,1,1
"1980","......5032 Campo (Blenio)",83,83,0,0,0,0,0,0,0,82,82,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980","......5033 Castro",63,61,2,6,6,0,0,0,0,57,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1980","......5034 Corzoneso",415,350,65,18,18,0,2,1,1,386,331,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,6,0,0,0,0,0,0,2,0,2
